общая (м²),жилая (м²),кухня (м²),этаж,потолки (м),год постройки (год),Расстояние до метро (мин),Стоимость (рубли),Тип квартиры,отделка,Санузел,Лоджия,Вид из окон во двор,Интернет,Мебель,Мебель на кухне,Стиральная машина,Холодильник,Посудомойка,Можно с детьми,застройщик,Индивидуальный проект,тип здания,число подъездов,Лифт,Мусоропровод,Открытая парковка,число квартир,Центральное отопление,Без животных,Без детей,Охрана/консьерж,Вид из окон на улицу,Телевизор,Закрытая территория,Балкон,Можно с животными,Несколько санузлов,реконструкция,Кондиционер,Закрытая парковка,Автономное отопление,Подземная парковка,Встроенная техника,Вид из окон во двор и на улицу,На полу паркет,Телефон,Сигнализация,На полу ламинат,Две лоджии,Два балкона,URL,Станция метро
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URL,0
25,0,0,0.2,0,2021,10,38990,0.5,2,2,0,0,1,1,1,1,1,0,1,11.0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5077541695548333057/;,Ломоносовская
22,13,0,0.35714285714285715,0,2022,3,30000,0.5,0,2,0,0,0,1,0,1,1,0,0,4.0,1,4,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/9090845958708891613/;,Кировский завод
65,0,15,0.22727272727272727,0,2019,5,65000,2.0,3,1,1,0,0,0,0,0,0,0,1,1.0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4628782999801821030/;,Фрунзенская
20,0,0,0.2857142857142857,"2,67",1879,9,47500,0.5,2,2,0,1,1,1,0,1,1,0,0,0.0,1,3,0,0,0,1,19,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3931936790584735713/;,Горьковская
"128,6",81,13,1.0,"3,4",1817,2,125000,3.0,3,0,0,1,1,1,1,1,1,1,1,0.0,1,3,3,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6111201048602226177/;,Адмиралтейская
80,37,22,0.8421052631578947,0,0,9,83000,2.0,2,1,0,0,1,1,1,1,1,1,0,8.0,0,3,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169606/;,Фрунзенская
21,0,0,0.2857142857142857,3,2023,5,39000,1.0,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1342938000322735360/;,Пушкинская
60,17,20,0.6,"3,5",1906,5,55000,1.0,3,1,0,1,1,1,1,1,1,1,0,0.0,1,3,8,0,1,0,45,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3406772939782387968/;,Маяковская
20,0,0,0.5,"3,5",1878,9,45000,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2511050210122428417/;,Чернышевская
36,21,8,0.2,"2,4",1875,5,85000,1.0,2,2,0,1,1,1,1,1,1,0,1,0.0,1,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/308849653360723457/;,Адмиралтейская
21,0,0,0.2,"3,1",1854,5,65000,0.5,2,2,0,1,1,1,0,1,1,0,1,0.0,1,3,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3181540650664315871/;,Достоевская
45,30,8,1.0,3,1860,3,55000,2.0,3,1,0,1,1,1,1,1,1,0,0,0.0,1,3,16,0,0,1,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3726153649519267841/;,Спасская
115,64,21,1.0,0,1915,3,180000,2.0,3,0,0,0,1,1,1,1,1,0,0,0.0,1,3,5,1,0,1,37,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169642/;,Петроградская
20,0,0,0.2857142857142857,"2,67",1879,9,47500,0.5,2,2,0,1,1,1,0,1,1,0,0,0.0,1,3,0,0,0,1,33,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8686113721336115716/;,Горьковская
"63,8",0,0,1.0,"2,95",0,3,120000,2.0,3,1,0,0,1,1,1,1,1,0,1,0.0,1,3,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4438255580809567744/;,Петроградская
13,12,0,0.3333333333333333,3,1869,6,25000,0.5,1,2,0,1,1,0,0,1,1,0,0,0.0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7419635719179846144/;,Лиговский Проспект
10,8,0,0.3333333333333333,"3,4",1882,8,26800,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,9,1,0,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/159157431152789248/;,Лиговский Проспект
21,12,0,0.2,3,1880,6,30000,0.5,3,1,0,1,1,1,1,1,1,0,0,0.0,1,3,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7629443351619493121/;,Площадь Александра Невского
86,56,9,1.0,"3,3",1956,9,100000,3.0,1,1,0,0,1,1,1,1,1,1,1,0.0,1,3,6,1,0,1,110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/6679700454979428096/;,Петроградская
88,43,12,0.375,3,2014,8,145000,2.0,3,2,0,0,1,1,0,1,1,1,1,0.0,1,5,1,1,0,1,18,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1804760279747653508/;,Спортивная
28,17,0,0.8333333333333334,0,2020,4,42000,0.5,3,2,0,0,1,1,1,1,1,0,0,26.0,0,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7567097649787278751/;,Бухарестская
115,98,12,0.6,3,1900,7,150000,3.0,3,1,0,1,1,1,1,1,1,1,1,0.0,1,3,8,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,https://realty.ya.ru/offer/6989123673026285031/;,Достоевская
27,17,0,0.28,"2,7",2020,8,35000,0.5,2,2,0,1,1,1,1,1,1,0,0,8.0,1,0,6,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4447125898992589313/;,Фрунзенская
43,19,14,0.75,"2,75",2022,10,55000,1.0,3,2,1,1,1,1,0,1,1,1,1,17.0,1,4,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8190434148747487134/;,Московские ворота
18,0,0,0.6,0,1883,5,42000,0.5,1,2,0,1,1,1,0,1,1,0,1,0.0,1,3,0,0,0,1,8,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1125935799403488424/;,Горьковская
49,32,6,0.4444444444444444,0,1967,6,30000,2.0,1,2,0,0,0,1,1,1,1,0,0,0.0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/832420228223191808/;,Новочеркасская
52,40,7,1.0,3,2021,8,80000,1.0,3,2,0,0,1,1,1,1,1,1,0,1.0,1,3,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169578/;,Звенигородская
42,17,13,0.5,"2,75",2014,8,65000,1.0,3,2,1,0,1,1,1,1,1,1,0,17.0,1,3,2,1,1,1,155,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665138086/;,Фрунзенская
60,0,0,0.4,3,1960,5,85000,2.0,2,1,0,0,1,1,1,1,1,0,1,0.0,0,3,4,1,1,0,92,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/2838865100636585472/;,Парк Победы
"56,2","41,3","5,2",0.6,"2,5",1963,9,50000,3.0,0,1,0,0,0,1,0,1,1,0,1,0.0,1,3,5,1,0,1,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5227535735059805369/;,Политехническая
67,0,0,1.0,3,1852,3,85000,3.0,3,2,0,1,1,1,1,1,1,1,1,0.0,1,3,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2221138285996564992/;,Площадь Восстания
41,0,12,0.631578947368421,0,0,9,60000,1.0,3,1,1,0,0,1,1,1,1,1,1,8.0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994670083/;,Фрунзенская
"80,8",43,12,0.4,"3,5",1862,6,60000,2.0,2,2,0,0,1,1,1,1,1,1,1,0.0,1,3,3,0,0,1,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4083616317398731008/;,Пушкинская
152,100,10,0.8888888888888888,0,0,9,150000,4.0,2,2,1,0,1,1,1,1,1,1,1,0.0,0,3,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,https://realty.ya.ru/offer/6989123673026157348/;,Петроградская
62,0,0,0.4,3,1895,9,115500,3.0,3,2,0,1,1,1,0,1,1,1,1,0.0,1,3,7,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4138816767180903755/;,Горьковская
51,25,20,0.15789473684210525,0,0,7,79000,1.0,3,2,1,0,1,1,1,1,1,1,0,17.0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169605/;,Московские ворота
90,70,12,1.0,0,1874,3,100000,2.0,3,2,0,0,1,1,1,1,1,0,0,0.0,0,3,0,1,0,1,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665168830/;,Маяковская
45,0,7,0.4444444444444444,"2,5",1968,10,45000,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,7,1,1,1,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4050832582916655617/;,Академическая
27,0,0,0.16666666666666666,3,1894,4,60000,1.0,2,1,0,1,1,1,0,1,1,0,0,0.0,1,3,6,0,0,1,71,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6510833946947597851/;,Садовая
24,21,0,0.5555555555555556,"2,5",2023,4,42000,0.5,0,0,0,0,1,1,1,1,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5227616976259142188/;,Бухарестская
16,0,0,0.4,"2,5",1873,6,25999,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,2,0,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5026423521125901056/;,Технологический институт
38,18,"5,5",0.5555555555555556,"2,5",1963,10,35000,1.0,1,2,0,1,1,1,1,1,1,0,0,0.0,1,3,10,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6563764709193051137/;,Московская
110,63,18,0.6,3,2015,4,130000,3.0,3,1,0,0,1,1,1,1,1,1,0,3.0,1,3,4,1,1,1,113,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169576/;,Электросила
15,13,0,0.2857142857142857,"3,2",1913,5,31900,0.5,1,2,0,1,1,1,1,1,1,0,1,0.0,1,3,0,1,0,1,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1275440869308046848/;,Площадь Восстания
22,17,0,0.2,"3,1",1907,7,30000,0.5,2,2,0,0,1,1,1,1,1,0,1,0.0,1,3,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7658095175987476736/;,Чкаловская
38,28,6,0.5769230769230769,"2,75",2009,5,43000,1.0,2,1,1,0,1,1,0,1,1,0,1,0.0,1,3,4,1,1,1,690,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7219196588733419521/;,Пионерская
27,21,0,0.5,"2,8",1948,5,40000,0.5,3,2,0,1,1,1,1,1,1,0,1,0.0,1,3,2,0,0,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5659799907931858433/;,Нарвская
"24,2","20,1",0,0.2857142857142857,"2,8",2021,3,35000,0.5,3,2,0,0,1,1,1,1,1,1,0,12.0,1,5,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6895478662070359809/;,Купчино
36,26,8,0.8846153846153846,"2,75",2009,5,42000,1.0,2,1,1,0,1,1,1,1,1,0,1,0.0,1,3,4,1,1,0,690,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3911185836315271937/;,Пионерская
28,0,0,0.75,3,2022,4,52500,0.5,2,2,1,1,1,1,0,1,1,0,1,8.0,1,4,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5600704358056341898/;,Фрунзенская
46,22,12,0.4375,"2,7",2018,8,43000,1.0,2,2,1,1,1,1,1,1,1,0,1,3.0,1,3,10,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/314455190720558081/;,Электросила
78,50,9,1.0,3,1798,6,80000,3.0,1,1,0,0,1,1,1,1,1,1,1,0.0,1,3,0,1,0,1,103,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994700935/;,Спасская
46,0,14,0.125,"2,75",2023,10,65000,1.0,0,0,0,0,0,0,0,0,0,0,0,17.0,1,5,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3272202544832593920/;,Московские ворота
37,17,8,0.3333333333333333,"2,6",1975,8,46000,1.0,1,1,0,1,0,1,1,1,1,0,0,0.0,0,2,8,1,1,1,435,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7382975962485011712/;,Приморская
71,0,0,0.9,0,2020,8,300000,2.0,3,0,1,0,1,1,1,1,1,1,1,16.0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4608055923535510017/;,Лиговский Проспект
38,17,11,0.5,0,2023,9,55000,1.0,3,2,0,0,1,1,1,1,1,0,0,11.0,1,3,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665168768/;,Ломоносовская
25,0,0,0.6666666666666666,0,1874,5,33000,0.5,0,0,0,0,1,1,1,1,1,0,0,0.0,1,3,6,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/944612188814976513/;,Площадь Восстания
42,27,10,0.8333333333333334,"2,55",2004,1,45000,1.0,3,2,0,0,1,1,1,1,1,0,1,0.0,1,5,3,1,1,1,248,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994853733/;,Беговая
20,15,0,0.4,3,1908,5,24000,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5147611279242404353/;,Чернышевская
80,44,10,1.0,3,1904,7,130000,2.0,3,2,0,0,1,1,1,1,1,1,0,0.0,0,3,4,1,0,0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/6804352305948171776/;,Фрунзенская
28,19,0,0.9375,"2,7",2014,7,40900,0.5,3,2,0,1,1,1,1,1,1,0,1,16.0,1,5,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2372780701816088064/;,Проспект Просвещения
"41,4",0,0,0.9166666666666666,"2,5",1969,7,44000,2.0,1,2,0,0,1,1,0,1,1,0,1,0.0,1,3,1,0,1,1,83,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2991473288059666316/;,Проспект Ветеранов
27,21,0,0.9166666666666666,"2,6",2015,5,38000,0.5,2,2,1,0,1,1,1,1,1,1,0,0.0,1,3,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5974974156975369985/;,Лесная
10,8,0,0.5,0,1876,9,32800,0.5,1,2,0,0,1,1,1,1,1,0,0,0.0,1,3,0,0,0,1,38,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1578841557520802816/;,Горьковская
15,14,0,1.0,"2,5",2020,8,29000,0.5,1,0,0,0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2107565449281087232/;,Площадь Восстания
70,0,0,0.4,0,1901,6,82990,3.0,3,2,0,0,1,1,1,1,1,0,1,0.0,1,3,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7483019284972708353/;,Чкаловская
34,12,"11,4",0.36363636363636365,"2,75",2023,6,65000,1.0,3,2,1,1,0,1,1,1,1,1,1,5.0,1,5,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6150729297862679583/;,Лиговский Проспект
83,49,"9,5",0.6,3,1957,7,60000,2.0,2,1,0,0,1,1,1,1,1,0,1,0.0,1,3,5,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/1822584628447933953/;,Электросила
70,35,19,0.75,3,1831,7,80000,2.0,3,1,0,0,1,1,1,1,1,1,0,0.0,1,3,6,0,0,1,51,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/1887397023165992961/;,Садовая
39,18,9,0.7777777777777778,"2,74",2021,10,50000,1.0,1,0,0,0,1,1,1,1,1,1,1,3.0,1,4,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4471907011169513979/;,Пионерская
44,30,5,1.0,3,1917,6,62000,1.0,3,2,0,1,1,1,0,1,1,0,0,1.0,1,3,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7667178063758558287/;,Балтийская
189,120,18,1.0,0,1910,6,120000,3.0,2,1,0,1,1,1,1,1,1,1,1,0.0,1,3,21,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,https://realty.ya.ru/offer/6989123673026307041/;,Петроградская
31,0,0,0.2857142857142857,3,2015,6,58000,0.5,3,2,1,1,1,1,0,1,1,1,1,4.0,1,5,12,1,0,1,757,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6457565123164569149/;,Фрунзенская
92,70,15,0.4,"2,8",1852,8,130000,4.0,2,1,0,0,1,1,1,1,1,1,0,0.0,1,3,11,0,0,1,88,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169609/;,Гостиный двор
33,16,8,0.8,0,0,10,40000,1.0,1,2,0,0,1,1,1,1,1,0,0,0.0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994013813/;,Елизаровская
31,16,7,0.8,0,1964,6,30000,1.0,1,2,0,1,1,1,0,1,1,1,0,0.0,1,3,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6235467391564723074/;,Ломоносовская
25,20,0,0.4,3,2020,6,65000,0.5,3,2,0,0,1,1,1,0,1,0,0,2.0,1,3,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/4935786043647237632/;,Пушкинская
59,0,0,0.75,"2,7",2022,8,81000,2.0,2,1,1,1,1,1,0,1,1,1,1,3.0,1,5,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2434361920298693525/;,Пионерская
37,16,9,0.1111111111111111,"2,5",1970,4,30000,1.0,1,1,0,0,1,1,1,1,1,0,1,0.0,0,2,8,1,1,1,265,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6799770857903709184/;,Улица Дыбенко
30,18,0,1.0,"2,7",0,10,55000,0.5,3,2,1,0,1,1,1,1,1,1,0,17.0,1,3,37,1,1,1,741,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665168648/;,Площадь Восстания
"42,2",15,13,0.35,"2,75",2007,4,35000,1.0,2,1,1,1,1,1,0,1,1,0,0,0.0,1,5,7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4947822309567797122/;,Академическая
15,0,0,1.0,"3,48",1916,4,35000,0.5,1,2,0,1,1,1,0,1,1,0,1,0.0,1,3,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4112266535613335552/;,Достоевская
83,52,9,0.5,0,1955,5,85000,3.0,3,1,0,0,1,1,1,1,1,1,0,0.0,0,3,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169574/;,Чёрная речка
"45,2",0,0,0.6153846153846154,"2,7",2021,8,71000,1.0,2,2,0,1,1,1,0,1,1,1,1,11.0,1,5,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/395557146955885685/;,Фрунзенская
12,10,0,0.5,0,1854,5,26700,0.5,1,2,0,1,1,1,1,1,1,0,0,0.0,1,3,0,0,0,1,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2208962883834439680/;,Достоевская
108,0,0,0.5,3,2002,4,189000,3.0,2,0,0,1,1,1,0,1,1,1,0,0.0,1,3,6,1,0,1,85,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3897820890740996071/;,Василеостровская
35,20,10,0.25925925925925924,"2,7",2011,6,35000,1.0,2,2,1,1,1,1,0,1,1,0,0,5.0,1,5,4,1,1,1,1691,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6195813977126874545/;,Парнас
37,25,6,0.8,3,1854,10,35000,2.0,-1,1,0,1,0,1,0,1,1,0,1,0.0,1,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4309358178733415560/;,Василеостровская
42,0,0,0.6,"2,5",1961,8,54500,3.0,1,2,0,1,1,1,0,1,1,0,1,0.0,1,2,7,0,0,1,70,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5331779600410872628/;,Автово
39,0,0,0.3333333333333333,0,1988,9,46000,1.0,2,1,1,0,1,1,0,1,1,1,1,0.0,0,2,4,1,1,1,143,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7236101998440266722/;,Комендантский проспект
19,0,0,0.5,0,2019,8,70000,0.5,2,2,0,0,1,1,0,1,1,0,1,16.0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4150448890785236737/;,Лиговский Проспект
50,29,"8,8",1.0,"2,85",1798,6,74000,2.0,1,1,0,1,1,1,1,1,1,0,0,0.0,1,3,0,0,0,1,16,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/459920881640910081/;,Невский проспект
35,18,10,0.25,"2,6",2008,9,37000,1.0,2,1,1,1,1,1,1,1,1,0,0,6.0,1,2,3,1,1,1,275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5610137499200687617/;,Звёздная
