общая (м²),жилая (м²),кухня (м²),этаж,потолки (м),год постройки (год),Расстояние до метро (мин),Стоимость (рубли),Тип квартиры,отделка,Санузел,Лоджия,Вид из окон во двор,Интернет,Мебель,Мебель на кухне,Стиральная машина,Холодильник,Посудомойка,Можно с детьми,застройщик,Индивидуальный проект,тип здания,число подъездов,Лифт,Мусоропровод,Открытая парковка,число квартир,Центральное отопление,Без животных,Без детей,Охрана/консьерж,Вид из окон на улицу,Телевизор,Закрытая территория,Балкон,Можно с животными,Несколько санузлов,реконструкция,Кондиционер,Закрытая парковка,Автономное отопление,Подземная парковка,Встроенная техника,Вид из окон во двор и на улицу,На полу паркет,Телефон,Сигнализация,На полу ламинат,Две лоджии,Два балкона,URL,Станция метро
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URL,0
21,0,0,0.8,"2,8",1874,7,34000,0.5,0,0,0,0,1,1,1,1,1,0,0,0.0,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1138215984221293568/;,Московские ворота
103,75,14,0.8333333333333334,"4,2",1910,4,90000,3.0,0,1,0,0,0,1,0,1,1,0,0,0.0,1,3,0,1,0,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6277929468793554813/;,Адмиралтейская
19,13,0,0.4444444444444444,"2,5",2023,4,35000,0.5,0,0,0,0,1,1,1,0,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5227616976259112184/;,Бухарестская
16,0,0,0.5,0,0,7,32000,0.5,3,2,0,0,1,1,1,1,1,0,1,0.0,1,3,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994941060/;,Площадь Восстания
"70,7","40,2","14,2",0.25,"2,8",1877,6,70000,4.0,1,2,0,0,1,0,0,0,0,0,0,0.0,1,3,7,0,0,1,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7567096160498843578/;,Балтийская
63,0,0,0.6,0,2019,8,210000,2.0,2,1,0,0,1,1,1,1,1,1,1,16.0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1238418142033512961/;,Лиговский Проспект
42,29,6,0.2,"2,55",1961,10,36000,2.0,1,2,0,1,1,1,1,1,1,0,1,0.0,0,2,5,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8662062345925956097/;,Новочеркасская
107,54,17,0.4,"2,75",1907,5,80000,3.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6436595710181012480/;,Лиговский Проспект
"37,5",23,11,0.5,"2,8",2022,9,66000,1.0,3,2,0,0,1,1,1,1,1,1,0,0.0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4098688452633660416/;,Балтийская
"34,5","19,3",0,0.3888888888888889,"2,5",2019,4,60000,1.0,0,0,0,0,1,1,1,1,1,1,1,26.0,1,5,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7567098580063300675/;,Бухарестская
54,29,10,0.4,"2,85",1866,9,73000,2.0,3,1,0,1,1,1,1,1,1,1,1,0.0,1,0,2,1,0,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5709822659987211776/;,Лиговский Проспект
58,17,16,1.0,0,1901,8,60000,1.0,0,0,0,0,0,1,0,1,1,0,0,0.0,1,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6277929468793708640/;,Чернышевская
25,0,0,0.92,"2,7",2022,5,35000,0.5,0,0,0,0,0,0,0,0,0,0,0,12.0,1,5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923561621904/;,Купчино
250,68,25,1.0,0,1847,8,225000,5.0,2,0,0,0,1,1,0,1,1,1,1,0.0,1,3,9,1,0,1,61,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3962881619898619879/;,Адмиралтейская
78,0,0,0.6470588235294118,"2,7",2015,6,109500,3.0,3,0,0,0,1,1,0,1,1,1,1,8.0,1,3,7,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://realty.ya.ru/offer/9050528548818148971/;,Лесная
30,22,0,0.5,"2,7",2021,8,52000,0.5,3,2,0,0,1,1,0,1,1,0,1,11.0,1,5,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7667178062012210734/;,Фрунзенская
15,14,0,1.0,"2,5",2020,8,34000,0.5,1,2,0,0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8400754750312203264/;,Площадь Восстания
30,10,4,0.5,"3,6",1916,1,80000,1.0,2,2,0,0,1,1,1,1,1,1,1,0.0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994674767/;,Адмиралтейская
40,20,10,0.3333333333333333,"2,7",2011,9,35000,1.0,1,1,1,1,1,1,1,1,1,0,1,0.0,1,3,7,1,1,1,502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8331044340236918273/;,Улица Дыбенко
100,43,40,1.0,0,0,3,90000,3.0,2,2,0,0,1,1,0,1,1,1,1,0.0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/7667178063904626385/;,Невский проспект
55,30,10,1.0,3,2020,9,80000,2.0,2,2,1,0,1,1,1,1,1,1,1,11.0,1,4,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123673027054856/;,Старая Деревня
"26,7","19,7",0,0.19230769230769232,"2,7",2018,9,27999,0.5,2,2,0,0,1,1,0,1,1,0,0,8.0,1,4,2,1,1,1,689,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/963146602172233906/;,Девяткино
85,0,0,0.16666666666666666,"2,7",2019,8,89500,4.0,2,0,0,0,1,1,0,1,1,1,1,1.0,1,4,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1416784160946699742/;,Лесная
24,21,0,0.5555555555555556,"2,5",2023,4,42000,0.5,0,0,0,0,1,1,1,1,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6225526135977337461/;,Бухарестская
36,21,6,0.16666666666666666,0,1874,4,75000,2.0,2,2,0,0,0,0,0,0,0,0,1,0.0,1,3,3,0,0,1,11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994766216/;,Адмиралтейская
"48,5",28,10,0.2727272727272727,"2,7",2023,6,75000,2.0,3,2,0,0,1,1,1,1,1,1,0,5.0,1,3,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665166725/;,Лиговский Проспект
14,8,0,0.3333333333333333,"3,5",1953,6,26000,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,2,0,1,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2735859947258016256/;,Василеостровская
31,17,7,0.3333333333333333,"2,6",1968,9,33000,1.0,2,1,0,1,1,1,1,1,1,0,0,0.0,0,2,6,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6584201391237350912/;,Академическая
"114,2",0,0,1.0,"3,7",1876,7,141000,3.0,3,0,0,1,1,1,0,1,1,0,1,0.0,1,3,8,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4931097285863179181/;,Площадь Восстания
59,33,13,0.72,"2,7",2022,8,77000,2.0,3,1,0,0,1,1,1,1,1,1,0,3.0,1,3,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169549/;,Пионерская
58,0,0,1.0,3,1798,8,122500,2.0,3,1,0,1,0,1,0,1,1,1,1,0.0,1,3,5,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2846109282702936307/;,Садовая
105,64,11,0.8333333333333334,0,0,5,125000,3.0,3,1,0,0,1,1,1,1,1,1,0,0.0,0,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665167810/;,Технологический институт
53,0,12,0.3333333333333333,3,2020,9,70000,2.0,2,1,0,0,1,1,1,1,1,1,1,0.0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/5962754116216394753/;,Балтийская
16,0,0,0.8,"2,94",1884,2,32000,0.5,0,0,0,0,1,1,1,1,1,0,0,0.0,1,3,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7714019228364977152/;,Площадь Ленина
23,19,0,0.4444444444444444,"2,5",2023,4,42000,0.5,0,0,0,0,1,1,1,1,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6225526135977337463/;,Бухарестская
32,14,9,0.1,"2,65",2000,9,25000,1.0,0,1,0,0,0,1,1,0,0,0,0,0.0,0,2,4,1,1,1,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5728990263970427648/;,Академическая
50,25,10,0.625,"2,75",2023,10,90000,2.0,3,1,0,0,1,1,1,1,1,1,0,17.0,1,3,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665140716/;,Московские ворота
"25,7",21,0,0.19047619047619047,"2,6",2008,9,35000,0.5,2,2,0,1,1,1,1,1,1,0,1,0.0,1,3,3,1,1,1,751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3885303777337621761/;,Звёздная
27,0,0,0.75,0,1880,8,32990,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,0,3,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3066299436034546689/;,Площадь Восстания
41,0,17,0.08,"2,7",2021,10,40000,1.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923592841697/;,Купчино
42,20,12,0.39285714285714285,"2,8",2006,3,40000,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,5,7,1,1,1,800,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1862060863529232640/;,Комендантский проспект
38,"18,5","10,5",0.5,"2,7",2023,9,50000,1.0,3,2,0,1,1,1,1,1,1,0,1,11.0,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5636090560002534912/;,Ломоносовская
20,15,0,0.4,"3,3",1909,7,36000,0.5,3,2,0,0,0,1,1,1,1,0,0,0.0,0,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5146359907377069825/;,Площадь Александра Невского
32,18,6,0.2222222222222222,"2,5",1968,10,23000,2.0,1,2,0,1,1,1,1,1,1,0,0,0.0,1,3,0,1,1,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/947188447211509249/;,Удельная
28,20,0,0.32,"2,8",2012,7,35000,0.5,2,2,0,1,1,1,0,1,1,0,0,17.0,1,5,5,1,1,1,559,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/961292757513838848/;,Академическая
68,44,8,0.8333333333333334,"3,45",1952,9,58000,3.0,1,1,0,0,1,1,1,1,1,1,1,0.0,1,3,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,https://realty.ya.ru/offer/6410047056977425665/;,Московская
60,37,11,0.4,4,1860,8,80000,2.0,2,2,0,0,1,1,1,1,1,0,0,0.0,1,3,2,0,0,0,17,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2133995108482558720/;,Маяковская
32,17,9,0.2,3,1903,7,40000,1.0,1,2,0,1,1,1,1,1,1,0,0,0.0,1,3,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/822259209496410881/;,Чкаловская
20,0,0,0.2857142857142857,"2,67",1879,9,43000,0.5,3,2,0,1,1,1,0,1,1,0,0,0.0,1,3,0,0,0,1,33,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3794963706395372812/;,Горьковская
"58,3","31,3",12,0.9583333333333334,"2,7",2016,8,60000,2.0,2,0,1,1,1,1,1,1,1,1,1,6.0,1,2,1,1,1,1,165,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4471907011169511999/;,Проспект Славы
26,16,0,0.08333333333333333,3,2020,9,35000,0.5,0,0,0,0,0,0,0,0,0,0,0,11.0,1,4,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4801774125207299584/;,Старая Деревня
45,0,0,1.0,3,2022,4,84000,2.0,2,2,1,0,1,1,0,1,1,0,0,8.0,1,4,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/96506905097053835/;,Фрунзенская
151,72,36,0.6666666666666666,3,2008,9,300000,4.0,3,0,0,0,1,1,1,1,1,1,0,0.0,1,3,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665166943/;,Площадь Ленина
19,13,0,0.4444444444444444,"2,5",2023,4,35000,0.5,0,0,0,0,1,1,1,0,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6225526135977337525/;,Бухарестская
80,50,14,0.6666666666666666,"3,7",1828,10,75000,3.0,2,1,0,0,1,1,1,1,1,1,1,0.0,1,3,5,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/1039765988201848577/;,Гостиный двор
25,18,0,0.15384615384615385,"2,7",2021,8,50000,0.5,3,2,0,0,1,1,0,1,1,0,1,11.0,1,5,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7667178062012187609/;,Фрунзенская
40,16,10,0.29411764705882354,"2,7",2013,7,45000,1.0,2,2,0,0,1,1,0,1,1,0,0,1.0,1,4,1,1,1,1,224,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1804760386211335123/;,Удельная
45,30,6,0.2,"2,55",1965,14,40000,2.0,1,2,0,1,1,0,1,0,1,0,0,0.0,0,2,9,0,0,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1045855597714181121/;,Проспект Славы
99,0,0,0.6875,"2,7",2004,8,82000,3.0,2,0,1,1,1,1,0,1,1,1,1,0.0,1,3,6,1,1,1,326,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4478514352925238136/;,Комендантский проспект
30,0,0,0.4,3,1880,7,49500,0.5,2,2,0,1,0,1,0,1,1,0,1,0.0,1,3,6,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3202219845599793914/;,Площадь Александра Невского
25,0,0,0.5625,"2,75",2016,8,30000,0.5,1,2,1,1,1,1,1,1,1,0,0,5.0,1,0,4,1,1,1,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5863558955371506176/;,Девяткино
20,15,0,0.25,0,1878,10,43000,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923617961309/;,Чернышевская
"37,5","20,5","7,6",0.9285714285714286,"2,5",1973,4,40000,1.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,3,1,1,1,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5204670716800896457/;,Международная
30,25,0,0.25,"3,1",1876,9,65000,1.0,3,2,0,0,1,1,1,1,1,1,0,0.0,1,3,0,0,0,1,38,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4803503742892545025/;,Горьковская
35,20,8,0.2222222222222222,"2,55",1987,5,30000,1.0,1,1,0,0,1,1,1,1,1,0,0,0.0,1,2,19,1,1,1,364,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/447437854949928705/;,Проспект Ветеранов
20,16,0,0.5,"2,8",2018,8,55000,0.5,2,2,0,0,1,1,1,1,1,0,1,16.0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5986162676440405504/;,Лиговский Проспект
"54,2",12,32,0.5,4,1874,4,80000,2.0,2,2,0,1,1,1,0,1,1,1,1,0.0,1,3,8,1,0,1,35,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8930664251978260658/;,Невский проспект
50,29,7,0.8888888888888888,"2,55",1974,10,42000,2.0,2,1,0,0,1,1,1,1,1,0,1,0.0,0,2,7,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/989529275470360577/;,Купчино
80,59,11,0.7272727272727273,3,2015,6,110000,3.0,2,2,0,0,1,0,1,0,1,1,1,4.0,1,4,12,0,1,1,757,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://realty.ya.ru/offer/6989123673025153103/;,Фрунзенская
14,0,0,0.4,"3,32",1873,6,50000,0.5,3,2,0,1,1,1,1,1,1,0,1,0.0,1,3,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1147099522414587137/;,Достоевская
"27,7",0,0,0.11764705882352941,"2,7",2009,8,35000,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,5,3,1,1,1,640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923591831812/;,Звёздная
26,16,0,0.9375,"2,7",2015,11,35000,0.5,3,2,1,1,1,1,1,1,1,0,0,1.0,1,3,3,1,1,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2416581518792124417/;,Девяткино
55,0,8,0.2,0,1860,4,75000,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,10,0,0,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923617749946/;,Чернышевская
30,23,0,0.8333333333333334,3,1907,5,40000,0.5,1,2,0,0,1,1,0,0,1,0,1,0.0,1,3,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4313698525469078273/;,Василеостровская
27,0,0,0.7777777777777778,0,0,4,44000,0.5,2,2,0,1,1,1,0,1,1,0,1,26.0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6932454686314500821/;,Бухарестская
35,0,0,0.5,0,1916,6,50000,1.0,3,2,0,1,1,1,1,1,1,1,1,0.0,1,3,0,0,0,1,12,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4790048164485863937/;,Площадь Восстания
21,0,0,0.4,0,1939,2,25000,0.5,2,2,0,1,1,1,1,1,1,0,0,0.0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8008453677195662337/;,Лиговский Проспект
26,18,0,0.7,0,2020,8,54000,0.5,3,2,0,1,1,1,1,1,1,0,1,16.0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8052329722837931008/;,Лиговский Проспект
"32,5",17,"6,5",0.25,0,1975,8,35000,1.0,2,1,0,1,1,1,1,1,1,0,0,0.0,1,2,1,1,1,1,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5534267202151896065/;,Гражданский проспект
27,0,0,0.75,3,2022,4,48000,0.5,2,2,1,1,1,1,1,1,1,0,0,8.0,1,4,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3737243930333069056/;,Фрунзенская
27,0,0,0.6,0,2020,8,54000,0.5,3,2,0,0,1,1,1,1,1,0,1,16.0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7924991220919769856/;,Лиговский Проспект
90,"67,1","12,7",0.6666666666666666,"3,3",1916,9,90000,2.0,3,2,0,0,1,1,1,1,1,0,0,0.0,1,3,2,0,0,1,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5226793084419316481/;,Чернышевская
60,20,25,0.6666666666666666,"3,5",1910,3,85000,1.0,3,2,0,0,1,1,1,1,1,1,0,0.0,1,3,15,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672994941027/;,Достоевская
45,0,0,0.3333333333333333,0,2008,7,46000,1.0,2,1,1,1,1,1,0,1,1,0,0,0.0,1,3,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7611623519741832505/;,Гражданский проспект
16,12,0,0.8333333333333334,"2,5",2023,4,34000,0.5,0,0,0,0,1,1,1,0,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6225526135977337522/;,Бухарестская
"15,3","13,6",0,0.3333333333333333,3,1829,4,27000,0.5,2,2,0,0,1,1,1,1,1,0,0,0.0,1,3,6,1,0,1,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8154749485526145281/;,Сенная Площадь
120,0,0,1.0,"3,76",1880,7,100000,3.0,3,2,0,1,1,1,1,1,1,1,1,0.0,1,3,2,1,0,1,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7412821880439967744/;,Маяковская
20,0,0,0.6,0,1890,7,29000,0.5,3,2,0,1,1,1,0,1,1,0,0,0.0,0,0,0,0,0,1,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6886401284558488065/;,Маяковская
65,0,0,0.5,0,1964,6,67500,3.0,2,2,0,1,1,1,0,1,1,1,1,0.0,0,3,5,0,0,1,52,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8863644032077745107/;,Горьковская
33,0,0,0.4166666666666667,"2,5",1978,7,39000,1.0,2,1,0,1,0,1,0,1,1,0,1,0.0,0,2,3,1,1,1,216,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/9170581873559673554/;,Проспект Просвещения
60,32,18,0.8,"2,96",1899,9,110000,2.0,3,2,0,0,1,1,1,0,1,0,1,0.0,1,3,1,0,0,1,13,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123673051275064/;,Петроградская
105,0,0,1.0,"3,2",1881,5,126000,3.0,3,1,0,1,1,1,0,1,1,1,1,0.0,1,3,0,0,0,1,54,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3545060177929535293/;,Технологический институт
